parent	node
	Cellular processes
	Envelope
	Genetic Info processing
	Metabolism
	Regulation
Cellular processes	Cellular processes 2
Cellular processes 2	Adaptations to atypical conditions
Adaptations to atypical conditions	PA0139
Adaptations to atypical conditions	PA0140
Adaptations to atypical conditions	PA0172
Adaptations to atypical conditions	PA0376
Adaptations to atypical conditions	PA0456
Adaptations to atypical conditions	PA0590
Adaptations to atypical conditions	PA0848
Adaptations to atypical conditions	PA0857
Adaptations to atypical conditions	PA0934
Adaptations to atypical conditions	PA0961
Adaptations to atypical conditions	PA1159
Adaptations to atypical conditions	PA1789
Adaptations to atypical conditions	PA2124
Adaptations to atypical conditions	PA2622
Adaptations to atypical conditions	PA2827
Adaptations to atypical conditions	PA2830
Adaptations to atypical conditions	PA3017
Adaptations to atypical conditions	PA3126
Adaptations to atypical conditions	PA3266
Adaptations to atypical conditions	PA3529
Adaptations to atypical conditions	PA3622
Adaptations to atypical conditions	PA3625
Adaptations to atypical conditions	PA3710
Adaptations to atypical conditions	PA4100
Adaptations to atypical conditions	PA4328
Adaptations to atypical conditions	PA4352
Adaptations to atypical conditions	PA4427
Adaptations to atypical conditions	PA4428
Adaptations to atypical conditions	PA4614
Adaptations to atypical conditions	PA4760
Adaptations to atypical conditions	PA5018
Adaptations to atypical conditions	PA5077
Adaptations to atypical conditions	PA5078
Adaptations to atypical conditions	PA5117
Adaptations to atypical conditions	PA5285
Adaptations to atypical conditions	PA5338
Adaptations to atypical conditions	PA5344
Adaptations to atypical conditions	PA5372
Adaptations to atypical conditions	PA5373
Cellular processes 2	Cell division
Cell division	PA0374
Cell division	PA0375
Cell division	PA1413
Cell division	PA1527
Cell division	PA1528
Cell division	PA2353
Cell division	PA2615
Cell division	PA2972
Cell division	PA3008
Cell division	PA3197
Cell division	PA3201
Cell division	PA3243
Cell division	PA3244
Cell division	PA3245
Cell division	PA3634
Cell division	PA4002
Cell division	PA4407
Cell division	PA4408
Cell division	PA4409
Cell division	PA4413
Cell division	PA4419
Cell division	PA4421
Cell division	PA4438
Cell division	PA4478
Cell division	PA4751
Cell division	PA4752
Cell division	PA5226
Cell division	PA5227
Cell division	PA5406
Cell division	PA5407
Cellular processes 2	Chemotaxis and motility
Chemotaxis and motility	PA0026
Chemotaxis and motility	PA0173
Chemotaxis and motility	PA0174
Chemotaxis and motility	PA0175
Chemotaxis and motility	PA0176
Chemotaxis and motility	PA0177
Chemotaxis and motility	PA0178
Chemotaxis and motility	PA0179
Chemotaxis and motility	PA0180
Chemotaxis and motility	PA0395
Chemotaxis and motility	PA0396
Chemotaxis and motility	PA0408
Chemotaxis and motility	PA0409
Chemotaxis and motility	PA0410
Chemotaxis and motility	PA0411
Chemotaxis and motility	PA1077
Chemotaxis and motility	PA1078
Chemotaxis and motility	PA1079
Chemotaxis and motility	PA1080
Chemotaxis and motility	PA1081
Chemotaxis and motility	PA1082
Chemotaxis and motility	PA1083
Chemotaxis and motility	PA1084
Chemotaxis and motility	PA1085
Chemotaxis and motility	PA1086
Chemotaxis and motility	PA1100
Chemotaxis and motility	PA1101
Chemotaxis and motility	PA1102
Chemotaxis and motility	PA1103
Chemotaxis and motility	PA1104
Chemotaxis and motility	PA1105
Chemotaxis and motility	PA1242
Chemotaxis and motility	PA1251
Chemotaxis and motility	PA1441
Chemotaxis and motility	PA1442
Chemotaxis and motility	PA1443
Chemotaxis and motility	PA1444
Chemotaxis and motility	PA1445
Chemotaxis and motility	PA1446
Chemotaxis and motility	PA1447
Chemotaxis and motility	PA1448
Chemotaxis and motility	PA1449
Chemotaxis and motility	PA1452
Chemotaxis and motility	PA1453
Chemotaxis and motility	PA1454
Chemotaxis and motility	PA1457
Chemotaxis and motility	PA1458
Chemotaxis and motility	PA1459
Chemotaxis and motility	PA1460
Chemotaxis and motility	PA1461
Chemotaxis and motility	PA1464
Chemotaxis and motility	PA1473
Chemotaxis and motility	PA1608
Chemotaxis and motility	PA1646
Chemotaxis and motility	PA1853
Chemotaxis and motility	PA2561
Chemotaxis and motility	PA2573
Chemotaxis and motility	PA2652
Chemotaxis and motility	PA2654
Chemotaxis and motility	PA2780
Chemotaxis and motility	PA2788
Chemotaxis and motility	PA2867
Chemotaxis and motility	PA2895
Chemotaxis and motility	PA2896
Chemotaxis and motility	PA2920
Chemotaxis and motility	PA3348
Chemotaxis and motility	PA3349
Chemotaxis and motility	PA3350
Chemotaxis and motility	PA3351
Chemotaxis and motility	PA3352
Chemotaxis and motility	PA3353
Chemotaxis and motility	PA3526
Chemotaxis and motility	PA3670
Chemotaxis and motility	PA3671
Chemotaxis and motility	PA3672
Chemotaxis and motility	PA3703
Chemotaxis and motility	PA3704
Chemotaxis and motility	PA3705
Chemotaxis and motility	PA3706
Chemotaxis and motility	PA3707
Chemotaxis and motility	PA3708
Chemotaxis and motility	PA4037
Chemotaxis and motility	PA4038
Chemotaxis and motility	PA4039
Chemotaxis and motility	PA4117
Chemotaxis and motility	PA4290
Chemotaxis and motility	PA4307
Chemotaxis and motility	PA4309
Chemotaxis and motility	PA4310
Chemotaxis and motility	PA4520
Chemotaxis and motility	PA4608
Chemotaxis and motility	PA4633
Chemotaxis and motility	PA4844
Chemotaxis and motility	PA4915
Chemotaxis and motility	PA4953
Chemotaxis and motility	PA4954
Chemotaxis and motility	PA5072
Chemotaxis and motility	PA5159
Chemotaxis and motility	PA5233
Cellular processes 2	Detoxification
Detoxification	PA0058
Detoxification	PA0059
Detoxification	PA0139
Detoxification	PA0140
Detoxification	PA0156
Detoxification	PA0157
Detoxification	PA0158
Detoxification	PA0305
Detoxification	PA0320
Detoxification	PA0427
Detoxification	PA0706
Detoxification	PA0778
Detoxification	PA0838
Detoxification	PA0848
Detoxification	PA0867
Detoxification	PA0950
Detoxification	PA1163
Detoxification	PA1178
Detoxification	PA1813
Detoxification	PA1875
Detoxification	PA2052
Detoxification	PA2064
Detoxification	PA2065
Detoxification	PA2140
Detoxification	PA2147
Detoxification	PA2272
Detoxification	PA2273
Detoxification	PA2277
Detoxification	PA2278
Detoxification	PA2279
Detoxification	PA2280
Detoxification	PA2391
Detoxification	PA2495
Detoxification	PA2520
Detoxification	PA2522
Detoxification	PA2525
Detoxification	PA2825
Detoxification	PA2826
Detoxification	PA2837
Detoxification	PA2850
Detoxification	PA3521
Detoxification	PA3529
Detoxification	PA3628
Detoxification	PA3629
Detoxification	PA3894
Detoxification	PA4003
Detoxification	PA4119
Detoxification	PA4204
Detoxification	PA4208
Detoxification	PA4236
Detoxification	PA4366
Detoxification	PA4418
Detoxification	PA4468
Detoxification	PA4489
Detoxification	PA4597
Detoxification	PA4613
Detoxification	PA4700
Detoxification	PA5045
Detoxification	PA5158
Detoxification	PA5514
Detoxification	PA5542
Cellular processes 2	DNA transformation
DNA transformation	PA0021
DNA transformation	PA0489
DNA transformation	PA2984
DNA transformation	PA3140
Cellular processes 2	Other@Cellular processes 2
Other@Cellular processes 2	PA3123
Other@Cellular processes 2	PA4356
Other@Cellular processes 2	PA5339
Cellular processes 2	Pathogenesis
Pathogenesis	PA0040
Pathogenesis	PA0044
Pathogenesis	PA0070
Pathogenesis	PA0071
Pathogenesis	PA0072
Pathogenesis	PA0073
Pathogenesis	PA0074
Pathogenesis	PA0075
Pathogenesis	PA0082
Pathogenesis	PA0094
Pathogenesis	PA0122
Pathogenesis	PA0243
Pathogenesis	PA0327
Pathogenesis	PA0328
Pathogenesis	PA0423
Pathogenesis	PA0674
Pathogenesis	PA0678
Pathogenesis	PA0681
Pathogenesis	PA0686
Pathogenesis	PA0745
Pathogenesis	PA0844
Pathogenesis	PA0906
Pathogenesis	PA0907
Pathogenesis	PA0908
Pathogenesis	PA0909
Pathogenesis	PA0911
Pathogenesis	PA0969
Pathogenesis	PA0970
Pathogenesis	PA0971
Pathogenesis	PA0972
Pathogenesis	PA1121
Pathogenesis	PA1136
Pathogenesis	PA1244
Pathogenesis	PA1414
Pathogenesis	PA1430
Pathogenesis	PA1432
Pathogenesis	PA1690
Pathogenesis	PA1691
Pathogenesis	PA1692
Pathogenesis	PA1693
Pathogenesis	PA1694
Pathogenesis	PA1696
Pathogenesis	PA1697
Pathogenesis	PA1698
Pathogenesis	PA1699
Pathogenesis	PA1700
Pathogenesis	PA1701
Pathogenesis	PA1703
Pathogenesis	PA1710
Pathogenesis	PA1711
Pathogenesis	PA1712
Pathogenesis	PA1714
Pathogenesis	PA1715
Pathogenesis	PA1716
Pathogenesis	PA1717
Pathogenesis	PA1718
Pathogenesis	PA1719
Pathogenesis	PA1720
Pathogenesis	PA1721
Pathogenesis	PA1722
Pathogenesis	PA1723
Pathogenesis	PA1724
Pathogenesis	PA1725
Pathogenesis	PA1726
Pathogenesis	PA1759
Pathogenesis	PA1760
Pathogenesis	PA1775
Pathogenesis	PA1814
Pathogenesis	PA1871
Pathogenesis	PA1876
Pathogenesis	PA1898
Pathogenesis	PA1899
Pathogenesis	PA1900
Pathogenesis	PA1901
Pathogenesis	PA2133
Pathogenesis	PA2193
Pathogenesis	PA2194
Pathogenesis	PA2195
Pathogenesis	PA2200
Pathogenesis	PA2463
Pathogenesis	PA2570
Pathogenesis	PA2572
Pathogenesis	PA2591
Pathogenesis	PA2593
Pathogenesis	PA2675
Pathogenesis	PA2755
Pathogenesis	PA2760
Pathogenesis	PA2800
Pathogenesis	PA3077
Pathogenesis	PA3078
Pathogenesis	PA3100
Pathogenesis	PA3101
Pathogenesis	PA3103
Pathogenesis	PA3191
Pathogenesis	PA3319
Pathogenesis	PA3346
Pathogenesis	PA3347
Pathogenesis	PA3361
Pathogenesis	PA3387
Pathogenesis	PA3420
Pathogenesis	PA3476
Pathogenesis	PA3477
Pathogenesis	PA3535
Pathogenesis	PA3552
Pathogenesis	PA3553
Pathogenesis	PA3554
Pathogenesis	PA3555
Pathogenesis	PA3556
Pathogenesis	PA3557
Pathogenesis	PA3558
Pathogenesis	PA3724
Pathogenesis	PA3841
Pathogenesis	PA3910
Pathogenesis	PA3921
Pathogenesis	PA3983
Pathogenesis	PA4108
Pathogenesis	PA4132
Pathogenesis	PA4178
Pathogenesis	PA4209
Pathogenesis	PA4210
Pathogenesis	PA4211
Pathogenesis	PA4212
Pathogenesis	PA4217
Pathogenesis	PA4378
Pathogenesis	PA4379
Pathogenesis	PA4487
Pathogenesis	PA4488
Pathogenesis	PA4489
Pathogenesis	PA4490
Pathogenesis	PA4491
Pathogenesis	PA4492
Pathogenesis	PA4541
Pathogenesis	PA4781
Pathogenesis	PA4833
Pathogenesis	PA4853
Pathogenesis	PA4969
Pathogenesis	PA5002
Pathogenesis	PA5003
Pathogenesis	PA5346
Cellular processes 2	Toxin production and resistance
Toxin production and resistance	PA0076
Toxin production and resistance	PA0077
Toxin production and resistance	PA0078
Toxin production and resistance	PA0079
Toxin production and resistance	PA0080
Toxin production and resistance	PA0081
Toxin production and resistance	PA0083
Toxin production and resistance	PA0084
Toxin production and resistance	PA0085
Toxin production and resistance	PA0086
Toxin production and resistance	PA0087
Toxin production and resistance	PA0088
Toxin production and resistance	PA0089
Toxin production and resistance	PA0090
Toxin production and resistance	PA0091
Toxin production and resistance	PA0093
Toxin production and resistance	PA0095
Toxin production and resistance	PA0124
Toxin production and resistance	PA0125
Toxin production and resistance	PA0246
Toxin production and resistance	PA0262
Toxin production and resistance	PA0426
Toxin production and resistance	PA0458
Toxin production and resistance	PA0610
Toxin production and resistance	PA0611
Toxin production and resistance	PA0690
Toxin production and resistance	PA0807
Toxin production and resistance	PA0996
Toxin production and resistance	PA0997
Toxin production and resistance	PA0998
Toxin production and resistance	PA0999
Toxin production and resistance	PA1000
Toxin production and resistance	PA1003
Toxin production and resistance	PA1148
Toxin production and resistance	PA1236
Toxin production and resistance	PA1249
Toxin production and resistance	PA1250
Toxin production and resistance	PA1367
Toxin production and resistance	PA1509
Toxin production and resistance	PA1510
Toxin production and resistance	PA1511
Toxin production and resistance	PA1656
Toxin production and resistance	PA1657
Toxin production and resistance	PA1658
Toxin production and resistance	PA1659
Toxin production and resistance	PA1660
Toxin production and resistance	PA1661
Toxin production and resistance	PA1662
Toxin production and resistance	PA1664
Toxin production and resistance	PA1665
Toxin production and resistance	PA1666
Toxin production and resistance	PA1667
Toxin production and resistance	PA1668
Toxin production and resistance	PA1669
Toxin production and resistance	PA1844
Toxin production and resistance	PA1845
Toxin production and resistance	PA1858
Toxin production and resistance	PA1899
Toxin production and resistance	PA1900
Toxin production and resistance	PA1904
Toxin production and resistance	PA2018
Toxin production and resistance	PA2258
Toxin production and resistance	PA2259
Toxin production and resistance	PA2302
Toxin production and resistance	PA2303
Toxin production and resistance	PA2304
Toxin production and resistance	PA2360
Toxin production and resistance	PA2361
Toxin production and resistance	PA2362
Toxin production and resistance	PA2363
Toxin production and resistance	PA2364
Toxin production and resistance	PA2365
Toxin production and resistance	PA2366
Toxin production and resistance	PA2367
Toxin production and resistance	PA2368
Toxin production and resistance	PA2369
Toxin production and resistance	PA2370
Toxin production and resistance	PA2371
Toxin production and resistance	PA2374
Toxin production and resistance	PA2494
Toxin production and resistance	PA2587
Toxin production and resistance	PA2684
Toxin production and resistance	PA2685
Toxin production and resistance	PA2702
Toxin production and resistance	PA2703
Toxin production and resistance	PA2770
Toxin production and resistance	PA2774
Toxin production and resistance	PA2775
Toxin production and resistance	PA2782
Toxin production and resistance	PA2934
Toxin production and resistance	PA3137
Toxin production and resistance	PA3290
Toxin production and resistance	PA3294
Toxin production and resistance	PA3339
Toxin production and resistance	PA3402
Toxin production and resistance	PA3484
Toxin production and resistance	PA3485
Toxin production and resistance	PA3522
Toxin production and resistance	PA3578
Toxin production and resistance	PA3904
Toxin production and resistance	PA3905
Toxin production and resistance	PA3906
Toxin production and resistance	PA3907
Toxin production and resistance	PA3908
Toxin production and resistance	PA4109
Toxin production and resistance	PA4110
Toxin production and resistance	PA4190
Toxin production and resistance	PA4209
Toxin production and resistance	PA4210
Toxin production and resistance	PA4211
Toxin production and resistance	PA4219
Toxin production and resistance	PA4363
Toxin production and resistance	PA4375
Toxin production and resistance	PA4393
Toxin production and resistance	PA4521
Toxin production and resistance	PA4522
Toxin production and resistance	PA4591
Toxin production and resistance	PA4598
Toxin production and resistance	PA4674.1
Toxin production and resistance	PA4716
Toxin production and resistance	PA5086
Toxin production and resistance	PA5090
Toxin production and resistance	PA5160
Toxin production and resistance	PA5200
Toxin production and resistance	PA5232
Toxin production and resistance	PA5485
Envelope	Cell envelope
Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA0378
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA0597
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA0667
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA0869
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA1171
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA1222
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA1812
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA1959
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA2022
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA2272
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA2854
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA2865
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA2977
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA3020
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA3047
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA3472
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA3559
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA3666
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA3992
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA3999
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4001
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4002
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4003
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4020
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4201
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4410
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4411
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4412
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4413
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4414
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4415
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4416
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4417
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4418
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4444
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4450
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4479
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4480
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4481
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4562
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4662
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4700
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4749
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4930
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA4947
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA5045
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA5198
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA5302
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA5538
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA5549
Biosynthesis and degradation of murein sacculus and peptidoglycan	PA5552
Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0011
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0405
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0595
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0705
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0730
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0762
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0764
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0936
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA0938
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA1130
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA1178
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA1494
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA1726
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA1792
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2023
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2155
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2231
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2232
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2233
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2235
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2236
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2237
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2238
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2239
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2240
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2241
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2663
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2979
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA2981
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3058
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3059
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3060
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3061
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3062
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3064
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3141
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3242
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3337
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3385
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3478
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3479
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3540
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3541
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3542
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3543
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3544
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3545
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3546
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3547
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3548
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3549
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3550
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3551
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3556
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3636
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3643
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3644
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3646
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3652
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3827
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3828
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA3988
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4033
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4068
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4339
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4406
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4425
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4446
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4458
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4459
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4460
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4461
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4512
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4661
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4819
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4988
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4996
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4997
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA4999
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5000
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5001
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5002
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5004
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5006
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5007
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5008
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5009
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5010
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5011
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5012
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5161
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5162
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5163
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5164
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5238
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5253
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5255
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5261
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5322
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5394
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5447
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5448
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5449
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5450
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5451
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5452
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5453
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5454
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5455
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5456
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5457
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5458
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5459
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5483
Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	PA5552
Cell envelope	Other@Cell envelope
Other@Cell envelope	PA0454
Other@Cell envelope	PA3257
Other@Cell envelope	PA4000
Other@Cell envelope	PA4485
Other@Cell envelope	PA4624
Other@Cell envelope	PA4625
Other@Cell envelope	PA4667
Other@Cell envelope	PA5077
Other@Cell envelope	PA5078
Other@Cell envelope	PA5505
Cell envelope	Surface structures
Surface structures	PA0020
Surface structures	PA0041
Surface structures	PA0395
Surface structures	PA0396
Surface structures	PA0408
Surface structures	PA0409
Surface structures	PA0410
Surface structures	PA0411
Surface structures	PA0412
Surface structures	PA0413
Surface structures	PA0414
Surface structures	PA0415
Surface structures	PA0417
Surface structures	PA0677
Surface structures	PA0678
Surface structures	PA0680
Surface structures	PA0681
Surface structures	PA0682
Surface structures	PA0683
Surface structures	PA0684
Surface structures	PA0765
Surface structures	PA0994
Surface structures	PA1163
Surface structures	PA1702
Surface structures	PA1708
Surface structures	PA1709
Surface structures	PA1951
Surface structures	PA1952
Surface structures	PA1953
Surface structures	PA1954
Surface structures	PA1955
Surface structures	PA1956
Surface structures	PA2126
Surface structures	PA2127
Surface structures	PA2129
Surface structures	PA2131
Surface structures	PA2132
Surface structures	PA2672
Surface structures	PA2673
Surface structures	PA2674
Surface structures	PA2675
Surface structures	PA2676
Surface structures	PA2677
Surface structures	PA2960
Surface structures	PA3045
Surface structures	PA3098
Surface structures	PA3099
Surface structures	PA3100
Surface structures	PA3101
Surface structures	PA3115
Surface structures	PA3340
Surface structures	PA3552
Surface structures	PA3553
Surface structures	PA3554
Surface structures	PA3555
Surface structures	PA3557
Surface structures	PA3558
Surface structures	PA3585
Surface structures	PA3805
Surface structures	PA3947
Surface structures	PA3948
Surface structures	PA4082
Surface structures	PA4083
Surface structures	PA4084
