parent	node
Glycolysis/gluconeogenesis	PA0555
Glycolysis/gluconeogenesis	PA0905
Glycolysis/gluconeogenesis	PA1498
Glycolysis/gluconeogenesis	PA1770
Glycolysis/gluconeogenesis	PA2323
Glycolysis/gluconeogenesis	PA2443
Glycolysis/gluconeogenesis	PA3001
Glycolysis/gluconeogenesis	PA3193
Glycolysis/gluconeogenesis	PA3195
Glycolysis/gluconeogenesis	PA3430
Glycolysis/gluconeogenesis	PA3635
Glycolysis/gluconeogenesis	PA4329
Glycolysis/gluconeogenesis	PA4732
Glycolysis/gluconeogenesis	PA4748
Glycolysis/gluconeogenesis	PA5110
Glycolysis/gluconeogenesis	PA5131
Glycolysis/gluconeogenesis	PA5183.1
Glycolysis/gluconeogenesis	PA5192
Glycolysis/gluconeogenesis	PA5379
Energy metabolism	Other@Energy metabolism
Other@Energy metabolism	PA0023
Other@Energy metabolism	PA0152
Other@Energy metabolism	PA0153
Other@Energy metabolism	PA0154
Other@Energy metabolism	PA0208
Other@Energy metabolism	PA0210
Other@Energy metabolism	PA0211
Other@Energy metabolism	PA0212
Other@Energy metabolism	PA0213
Other@Energy metabolism	PA0214
Other@Energy metabolism	PA0226
Other@Energy metabolism	PA0227
Other@Energy metabolism	PA0230
Other@Energy metabolism	PA0231
Other@Energy metabolism	PA0232
Other@Energy metabolism	PA0247
Other@Energy metabolism	PA0288
Other@Energy metabolism	PA0364
Other@Energy metabolism	PA0365
Other@Energy metabolism	PA0366
Other@Energy metabolism	PA0367
Other@Energy metabolism	PA0480
Other@Energy metabolism	PA0704
Other@Energy metabolism	PA0710
Other@Energy metabolism	PA0810
Other@Energy metabolism	PA0836
Other@Energy metabolism	PA0883
Other@Energy metabolism	PA0887
Other@Energy metabolism	PA0927
Other@Energy metabolism	PA0954
Other@Energy metabolism	PA1052
Other@Energy metabolism	PA1187
Other@Energy metabolism	PA1376
Other@Energy metabolism	PA1421
Other@Energy metabolism	PA1500
Other@Energy metabolism	PA1515
Other@Energy metabolism	PA1535
Other@Energy metabolism	PA1576
Other@Energy metabolism	PA1587
Other@Energy metabolism	PA1982
Other@Energy metabolism	PA1984
Other@Energy metabolism	PA2005
Other@Energy metabolism	PA2085
Other@Energy metabolism	PA2086
Other@Energy metabolism	PA2098
Other@Energy metabolism	PA2250
Other@Energy metabolism	PA2275
Other@Energy metabolism	PA2382
Other@Energy metabolism	PA2507
Other@Energy metabolism	PA2508
Other@Energy metabolism	PA2509
Other@Energy metabolism	PA2515
Other@Energy metabolism	PA2516
Other@Energy metabolism	PA2517
Other@Energy metabolism	PA2518
Other@Energy metabolism	PA2550
Other@Energy metabolism	PA2552
Other@Energy metabolism	PA2787
Other@Energy metabolism	PA2885
Other@Energy metabolism	PA2886
Other@Energy metabolism	PA2887
Other@Energy metabolism	PA2888
Other@Energy metabolism	PA2889
Other@Energy metabolism	PA2890
Other@Energy metabolism	PA2891
Other@Energy metabolism	PA2892
Other@Energy metabolism	PA2893
Other@Energy metabolism	PA2932
Other@Energy metabolism	PA3082
Other@Energy metabolism	PA3226
Other@Energy metabolism	PA3312
Other@Energy metabolism	PA3374
Other@Energy metabolism	PA3516
Other@Energy metabolism	PA3524
Other@Energy metabolism	PA3568
Other@Energy metabolism	PA3579
Other@Energy metabolism	PA3582
Other@Energy metabolism	PA3757
Other@Energy metabolism	PA3896
Other@Energy metabolism	PA3935
Other@Energy metabolism	PA4022
Other@Energy metabolism	PA4073
Other@Energy metabolism	PA4097
Other@Energy metabolism	PA4149
Other@Energy metabolism	PA4150
Other@Energy metabolism	PA4152
Other@Energy metabolism	PA4153
Other@Energy metabolism	PA4184
Other@Energy metabolism	PA4342
Other@Energy metabolism	PA4626
Other@Energy metabolism	PA4733
Other@Energy metabolism	PA4771
Other@Energy metabolism	PA4827
Other@Energy metabolism	PA4829
Other@Energy metabolism	PA4901
Other@Energy metabolism	PA4904
Other@Energy metabolism	PA4905
Other@Energy metabolism	PA4921
Other@Energy metabolism	PA4979
Other@Energy metabolism	PA5057
Other@Energy metabolism	PA5111
Other@Energy metabolism	PA5186
Other@Energy metabolism	PA5292
Other@Energy metabolism	PA5353
Other@Energy metabolism	PA5354
Other@Energy metabolism	PA5355
Other@Energy metabolism	PA5356
Other@Energy metabolism	PA5384
Other@Energy metabolism	PA5385
Other@Energy metabolism	PA5386
Other@Energy metabolism	PA5387
Other@Energy metabolism	PA5389
Other@Energy metabolism	PA5398
Other@Energy metabolism	PA5399
Other@Energy metabolism	PA5410
Other@Energy metabolism	PA5411
Other@Energy metabolism	PA5427
Other@Energy metabolism	PA5435
Energy metabolism	Pentose phosphate pathway
Pentose phosphate pathway	PA0330
Pentose phosphate pathway	PA0548
Pentose phosphate pathway	PA0607
Pentose phosphate pathway	PA2261
Pentose phosphate pathway	PA2263
Pentose phosphate pathway	PA2265
Pentose phosphate pathway	PA2290
Pentose phosphate pathway	PA2320
Pentose phosphate pathway	PA2321
Pentose phosphate pathway	PA2796
Pentose phosphate pathway	PA3182
Pentose phosphate pathway	PA3183
Pentose phosphate pathway	PA5439
Energy metabolism	Pyruvate dehydrogenase
Pyruvate dehydrogenase	PA2108
Pyruvate dehydrogenase	PA3416
Pyruvate dehydrogenase	PA3417
Pyruvate dehydrogenase	PA5015
Pyruvate dehydrogenase	PA5016
Pyruvate dehydrogenase	PA5297
Energy metabolism	Sugars
Sugars	PA0608
Sugars	PA1950
Sugars	PA2337
Sugars	PA2342
Sugars	PA2343
Sugars	PA2344
Sugars	PA2414
Sugars	PA3005
Sugars	PA3172
Sugars	PA3561
Sugars	PA4204
Sugars	PA4457
Sugars	PA4721
Energy metabolism	TCA cycle
TCA cycle	PA0482
TCA cycle	PA0794
TCA cycle	PA0795
TCA cycle	PA0854
TCA cycle	PA1562
TCA cycle	PA1580
TCA cycle	PA1581
TCA cycle	PA1582
TCA cycle	PA1583
TCA cycle	PA1584
TCA cycle	PA1585
TCA cycle	PA1586
TCA cycle	PA1588
TCA cycle	PA1589
TCA cycle	PA1787
TCA cycle	PA2623
TCA cycle	PA2624
TCA cycle	PA2634
TCA cycle	PA3452
TCA cycle	PA3471
TCA cycle	PA3687
TCA cycle	PA4333
TCA cycle	PA4470
TCA cycle	PA4640
TCA cycle	PA5046
TCA cycle	PA5445
Metabolism	Fatty acid and phospholipid metabolism
Fatty acid and phospholipid metabolism	Biosynthesis
Biosynthesis	PA0005
Biosynthesis	PA0182
Biosynthesis	PA0286
Biosynthesis	PA0581
Biosynthesis	PA0919
Biosynthesis	PA0920
Biosynthesis	PA1288
Biosynthesis	PA1373
Biosynthesis	PA1470
Biosynthesis	PA1539
Biosynthesis	PA1609
Biosynthesis	PA1610
Biosynthesis	PA1614
Biosynthesis	PA1617
Biosynthesis	PA1649
Biosynthesis	PA1806
Biosynthesis	PA1827
Biosynthesis	PA1869
Biosynthesis	PA2142
Biosynthesis	PA2536
Biosynthesis	PA2541
Biosynthesis	PA2557
Biosynthesis	PA2584
Biosynthesis	PA2856
Biosynthesis	PA2950
Biosynthesis	PA2965
Biosynthesis	PA2966
Biosynthesis	PA2967
Biosynthesis	PA2968
Biosynthesis	PA2969
Biosynthesis	PA2990
Biosynthesis	PA3025
Biosynthesis	PA3112
Biosynthesis	PA3125
Biosynthesis	PA3128
Biosynthesis	PA3286
Biosynthesis	PA3299
Biosynthesis	PA3300
Biosynthesis	PA3333
Biosynthesis	PA3334
Biosynthesis	PA3584
Biosynthesis	PA3603
Biosynthesis	PA3639
Biosynthesis	PA3645
Biosynthesis	PA3651
Biosynthesis	PA3673
Biosynthesis	PA3818
Biosynthesis	PA3857
Biosynthesis	PA3883
Biosynthesis	PA3942
Biosynthesis	PA4050
Biosynthesis	PA4089
Biosynthesis	PA4350
Biosynthesis	PA4351
Biosynthesis	PA4389
Biosynthesis	PA4453
Biosynthesis	PA4589
Biosynthesis	PA4693
Biosynthesis	PA4786
Biosynthesis	PA4847
Biosynthesis	PA4848
Biosynthesis	PA4888
Biosynthesis	PA4889
Biosynthesis	PA4890
Biosynthesis	PA4957
Biosynthesis	PA5056
Biosynthesis	PA5058
Biosynthesis	PA5060
Biosynthesis	PA5061
Biosynthesis	PA5112
Biosynthesis	PA5174
Biosynthesis	PA5436
Biosynthesis	PA5524
Fatty acid and phospholipid metabolism	Degradation
Degradation	PA0347
Degradation	PA0845
Degradation	PA1525
Degradation	PA2574
Degradation	PA3013
Degradation	PA3014
Degradation	PA3092
Degradation	PA4435
Degradation	PA4814
Fatty acid and phospholipid metabolism	Other@Fatty acid and phospholipid metabolism
Other@Fatty acid and phospholipid metabolism	PA0228
Other@Fatty acid and phospholipid metabolism	PA1736
Other@Fatty acid and phospholipid metabolism	PA2001
Other@Fatty acid and phospholipid metabolism	PA2352
Other@Fatty acid and phospholipid metabolism	PA2553
Other@Fatty acid and phospholipid metabolism	PA2940
Other@Fatty acid and phospholipid metabolism	PA3013
Other@Fatty acid and phospholipid metabolism	PA3454
Other@Fatty acid and phospholipid metabolism	PA3589
Other@Fatty acid and phospholipid metabolism	PA3925
Other@Fatty acid and phospholipid metabolism	PA4785
Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"
"Purines, pyrimidines, nucleosides, and nucleotides"	2'-Deoxyribonucleotide metabolism
2'-Deoxyribonucleotide metabolism	PA0342
2'-Deoxyribonucleotide metabolism	PA1155
2'-Deoxyribonucleotide metabolism	PA1156
2'-Deoxyribonucleotide metabolism	PA1919
2'-Deoxyribonucleotide metabolism	PA1920
2'-Deoxyribonucleotide metabolism	PA2726
2'-Deoxyribonucleotide metabolism	PA3480
2'-Deoxyribonucleotide metabolism	PA5321
2'-Deoxyribonucleotide metabolism	PA5496
2'-Deoxyribonucleotide metabolism	PA5497
"Purines, pyrimidines, nucleosides, and nucleotides"	Nucleotide and nucleoside interconversions
Nucleotide and nucleoside interconversions	PA1124
Nucleotide and nucleoside interconversions	PA2962
Nucleotide and nucleoside interconversions	PA3043
Nucleotide and nucleoside interconversions	PA3163
Nucleotide and nucleoside interconversions	PA3654
Nucleotide and nucleoside interconversions	PA3686
Nucleotide and nucleoside interconversions	PA5336
"Purines, pyrimidines, nucleosides, and nucleotides"	"Other@Purines, pyrimidines, nucleosides, and nucleotides"
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA0134
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA0148
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA1515
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA1518
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA1521
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA1522
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA1523
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA1524
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA3217
"Other@Purines, pyrimidines, nucleosides, and nucleotides"	PA5272
"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis
Purine ribonucleotide biosynthesis	PA0944
Purine ribonucleotide biosynthesis	PA0945
Purine ribonucleotide biosynthesis	PA1013
Purine ribonucleotide biosynthesis	PA2629
Purine ribonucleotide biosynthesis	PA3108
Purine ribonucleotide biosynthesis	PA3517
Purine ribonucleotide biosynthesis	PA3751
Purine ribonucleotide biosynthesis	PA3763
Purine ribonucleotide biosynthesis	PA3769
Purine ribonucleotide biosynthesis	PA3770
Purine ribonucleotide biosynthesis	PA4314
Purine ribonucleotide biosynthesis	PA4645
Purine ribonucleotide biosynthesis	PA4670
Purine ribonucleotide biosynthesis	PA4854
Purine ribonucleotide biosynthesis	PA4855
Purine ribonucleotide biosynthesis	PA4938
Purine ribonucleotide biosynthesis	PA5420
Purine ribonucleotide biosynthesis	PA5425
Purine ribonucleotide biosynthesis	PA5426
"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis
Pyrimidine ribonucleotide biosynthesis	PA0401
Pyrimidine ribonucleotide biosynthesis	PA0402
Pyrimidine ribonucleotide biosynthesis	PA0437
Pyrimidine ribonucleotide biosynthesis	PA2876
Pyrimidine ribonucleotide biosynthesis	PA3050
Pyrimidine ribonucleotide biosynthesis	PA3527
Pyrimidine ribonucleotide biosynthesis	PA3637
Pyrimidine ribonucleotide biosynthesis	PA3970
Pyrimidine ribonucleotide biosynthesis	PA4756
Pyrimidine ribonucleotide biosynthesis	PA4758
Pyrimidine ribonucleotide biosynthesis	PA5331
Pyrimidine ribonucleotide biosynthesis	PA5541
"Purines, pyrimidines, nucleosides, and nucleotides"	Salvage of nucleosides and nucleotides
Salvage of nucleosides and nucleotides	PA0143
Salvage of nucleosides and nucleotides	PA0403
Salvage of nucleosides and nucleotides	PA0439
Salvage of nucleosides and nucleotides	PA0440
Salvage of nucleosides and nucleotides	PA0441
Salvage of nucleosides and nucleotides	PA0444
Salvage of nucleosides and nucleotides	PA1514
Salvage of nucleosides and nucleotides	PA1543
Salvage of nucleosides and nucleotides	PA1823
Salvage of nucleosides and nucleotides	PA3004
Salvage of nucleosides and nucleotides	PA3328
Salvage of nucleosides and nucleotides	PA4646
Salvage of nucleosides and nucleotides	PA5298
Metabolism	Transport and binding proteins
Transport and binding proteins	"Amino acids, peptides and amines"
"Amino acids, peptides and amines"	PA0030
"Amino acids, peptides and amines"	PA0129
"Amino acids, peptides and amines"	PA0162
"Amino acids, peptides and amines"	PA0220
"Amino acids, peptides and amines"	PA0222
"Amino acids, peptides and amines"	PA0295
"Amino acids, peptides and amines"	PA0300
"Amino acids, peptides and amines"	PA0301
"Amino acids, peptides and amines"	PA0302
"Amino acids, peptides and amines"	PA0303
"Amino acids, peptides and amines"	PA0304
"Amino acids, peptides and amines"	PA0313
"Amino acids, peptides and amines"	PA0314
"Amino acids, peptides and amines"	PA0322
"Amino acids, peptides and amines"	PA0324
"Amino acids, peptides and amines"	PA0325
"Amino acids, peptides and amines"	PA0326
"Amino acids, peptides and amines"	PA0602
"Amino acids, peptides and amines"	PA0603
"Amino acids, peptides and amines"	PA0604
"Amino acids, peptides and amines"	PA0605
"Amino acids, peptides and amines"	PA0606
"Amino acids, peptides and amines"	PA0783
"Amino acids, peptides and amines"	PA0789
"Amino acids, peptides and amines"	PA0866
"Amino acids, peptides and amines"	PA0888
"Amino acids, peptides and amines"	PA0889
"Amino acids, peptides and amines"	PA0890
"Amino acids, peptides and amines"	PA0892
"Amino acids, peptides and amines"	PA1003
"Amino acids, peptides and amines"	PA1070
"Amino acids, peptides and amines"	PA1071
"Amino acids, peptides and amines"	PA1072
"Amino acids, peptides and amines"	PA1073
"Amino acids, peptides and amines"	PA1074
"Amino acids, peptides and amines"	PA1147
"Amino acids, peptides and amines"	PA1194
"Amino acids, peptides and amines"	PA1256
"Amino acids, peptides and amines"	PA1257
"Amino acids, peptides and amines"	PA1258
"Amino acids, peptides and amines"	PA1260
"Amino acids, peptides and amines"	PA1339
"Amino acids, peptides and amines"	PA1340
"Amino acids, peptides and amines"	PA1341
"Amino acids, peptides and amines"	PA1342
"Amino acids, peptides and amines"	PA1410
"Amino acids, peptides and amines"	PA1485
"Amino acids, peptides and amines"	PA1540
"Amino acids, peptides and amines"	PA1541
"Amino acids, peptides and amines"	PA1590
"Amino acids, peptides and amines"	PA1807
"Amino acids, peptides and amines"	PA1808
"Amino acids, peptides and amines"	PA1809
"Amino acids, peptides and amines"	PA1810
"Amino acids, peptides and amines"	PA1811
"Amino acids, peptides and amines"	PA1819
"Amino acids, peptides and amines"	PA1916
"Amino acids, peptides and amines"	PA1971
"Amino acids, peptides and amines"	PA2041
"Amino acids, peptides and amines"	PA2058
"Amino acids, peptides and amines"	PA2079
"Amino acids, peptides and amines"	PA2202
"Amino acids, peptides and amines"	PA2203
"Amino acids, peptides and amines"	PA2204
"Amino acids, peptides and amines"	PA2249
"Amino acids, peptides and amines"	PA2252
"Amino acids, peptides and amines"	PA2349
"Amino acids, peptides and amines"	PA2350
"Amino acids, peptides and amines"	PA2432
"Amino acids, peptides and amines"	PA2533
"Amino acids, peptides and amines"	PA2592
"Amino acids, peptides and amines"	PA2667
"Amino acids, peptides and amines"	PA2711
"Amino acids, peptides and amines"	PA2923
"Amino acids, peptides and amines"	PA2924
"Amino acids, peptides and amines"	PA2925
"Amino acids, peptides and amines"	PA2926
"Amino acids, peptides and amines"	PA3000
"Amino acids, peptides and amines"	PA3176
"Amino acids, peptides and amines"	PA3364
"Amino acids, peptides and amines"	PA3474
"Amino acids, peptides and amines"	PA3475
"Amino acids, peptides and amines"	PA3597
"Amino acids, peptides and amines"	PA3607
"Amino acids, peptides and amines"	PA3608
"Amino acids, peptides and amines"	PA3609
"Amino acids, peptides and amines"	PA3610
"Amino acids, peptides and amines"	PA3641
"Amino acids, peptides and amines"	PA3766
"Amino acids, peptides and amines"	PA3836
"Amino acids, peptides and amines"	PA3837
"Amino acids, peptides and amines"	PA3838
"Amino acids, peptides and amines"	PA3858
"Amino acids, peptides and amines"	PA3865
"Amino acids, peptides and amines"	PA3888
"Amino acids, peptides and amines"	PA3889
"Amino acids, peptides and amines"	PA3890
"Amino acids, peptides and amines"	PA3891
"Amino acids, peptides and amines"	PA3931
"Amino acids, peptides and amines"	PA3934
"Amino acids, peptides and amines"	PA4023
"Amino acids, peptides and amines"	PA4027
"Amino acids, peptides and amines"	PA4072
"Amino acids, peptides and amines"	PA4195
"Amino acids, peptides and amines"	PA4365
"Amino acids, peptides and amines"	PA4496
"Amino acids, peptides and amines"	PA4497
"Amino acids, peptides and amines"	PA4499
"Amino acids, peptides and amines"	PA4502
"Amino acids, peptides and amines"	PA4503
"Amino acids, peptides and amines"	PA4504
"Amino acids, peptides and amines"	PA4505
"Amino acids, peptides and amines"	PA4506
"Amino acids, peptides and amines"	PA4628
"Amino acids, peptides and amines"	PA4757
"Amino acids, peptides and amines"	PA4858
"Amino acids, peptides and amines"	PA4859
"Amino acids, peptides and amines"	PA4860
"Amino acids, peptides and amines"	PA4861
"Amino acids, peptides and amines"	PA4862
"Amino acids, peptides and amines"	PA4898
"Amino acids, peptides and amines"	PA4909
"Amino acids, peptides and amines"	PA4910
"Amino acids, peptides and amines"	PA4911
"Amino acids, peptides and amines"	PA4912
"Amino acids, peptides and amines"	PA4913
"Amino acids, peptides and amines"	PA4981
"Amino acids, peptides and amines"	PA4985
"Amino acids, peptides and amines"	PA5074
"Amino acids, peptides and amines"	PA5075
"Amino acids, peptides and amines"	PA5076
"Amino acids, peptides and amines"	PA5094
"Amino acids, peptides and amines"	PA5096
"Amino acids, peptides and amines"	PA5097
"Amino acids, peptides and amines"	PA5103
"Amino acids, peptides and amines"	PA5137
"Amino acids, peptides and amines"	PA5138
"Amino acids, peptides and amines"	PA5139
"Amino acids, peptides and amines"	PA5152
"Amino acids, peptides and amines"	PA5153
"Amino acids, peptides and amines"	PA5154
"Amino acids, peptides and amines"	PA5155
"Amino acids, peptides and amines"	PA5170
"Amino acids, peptides and amines"	PA5270
"Amino acids, peptides and amines"	PA5317
"Amino acids, peptides and amines"	PA5376
"Amino acids, peptides and amines"	PA5377
"Amino acids, peptides and amines"	PA5378
"Amino acids, peptides and amines"	PA5388
"Amino acids, peptides and amines"	PA5434
"Amino acids, peptides and amines"	PA5472
"Amino acids, peptides and amines"	PA5479
"Amino acids, peptides and amines"	PA5503
"Amino acids, peptides and amines"	PA5504
"Amino acids, peptides and amines"	PA5510
Transport and binding proteins	Anions
Anions	PA0029
Anions	PA0103
Anions	PA0280
Anions	PA0281
Anions	PA0282
Anions	PA0283
Anions	PA0450
Anions	PA0487
Anions	PA0846
Anions	PA1493
Anions	PA1647
Anions	PA1783
Anions	PA1861
Anions	PA1862
Anions	PA1863
Anions	PA2548
Anions	PA2563
Anions	PA3313
Anions	PA3314
Anions	PA3315
Anions	PA3316
Anions	PA3375
Anions	PA3381
Anions	PA3382
Anions	PA3383
Anions	PA3384
Anions	PA3441
Anions	PA3839
Anions	PA3876
Anions	PA3877
Anions	PA4289
Anions	PA4292
Anions	PA5207
Anions	PA5365
Anions	PA5366
Anions	PA5367
Anions	PA5368
Anions	PA5369
Transport and binding proteins	"Carbohydrates, organic alcohols, and acids"
"Carbohydrates, organic alcohols, and acids"	PA0119
"Carbohydrates, organic alcohols, and acids"	PA0215
"Carbohydrates, organic alcohols, and acids"	PA0216
"Carbohydrates, organic alcohols, and acids"	PA0235
"Carbohydrates, organic alcohols, and acids"	PA0755
"Carbohydrates, organic alcohols, and acids"	PA0884
"Carbohydrates, organic alcohols, and acids"	PA0885
"Carbohydrates, organic alcohols, and acids"	PA0886
"Carbohydrates, organic alcohols, and acids"	PA1183
"Carbohydrates, organic alcohols, and acids"	PA1651
"Carbohydrates, organic alcohols, and acids"	PA1682
"Carbohydrates, organic alcohols, and acids"	PA1735
"Carbohydrates, organic alcohols, and acids"	PA1946
"Carbohydrates, organic alcohols, and acids"	PA1947
"Carbohydrates, organic alcohols, and acids"	PA1948
"Carbohydrates, organic alcohols, and acids"	PA2068
"Carbohydrates, organic alcohols, and acids"	PA2214
"Carbohydrates, organic alcohols, and acids"	PA2262
"Carbohydrates, organic alcohols, and acids"	PA2322
"Carbohydrates, organic alcohols, and acids"	PA2338
"Carbohydrates, organic alcohols, and acids"	PA2339
"Carbohydrates, organic alcohols, and acids"	PA2340
"Carbohydrates, organic alcohols, and acids"	PA2341
"Carbohydrates, organic alcohols, and acids"	PA3187
"Carbohydrates, organic alcohols, and acids"	PA3188
"Carbohydrates, organic alcohols, and acids"	PA3189
"Carbohydrates, organic alcohols, and acids"	PA3190
"Carbohydrates, organic alcohols, and acids"	PA3560
"Carbohydrates, organic alcohols, and acids"	PA3760
"Carbohydrates, organic alcohols, and acids"	PA3761
"Carbohydrates, organic alcohols, and acids"	PA3781
"Carbohydrates, organic alcohols, and acids"	PA4590
"Carbohydrates, organic alcohols, and acids"	PA4616
"Carbohydrates, organic alcohols, and acids"	PA4770
"Carbohydrates, organic alcohols, and acids"	PA5165
"Carbohydrates, organic alcohols, and acids"	PA5166
"Carbohydrates, organic alcohols, and acids"	PA5167
"Carbohydrates, organic alcohols, and acids"	PA5168
"Carbohydrates, organic alcohols, and acids"	PA5169
"Carbohydrates, organic alcohols, and acids"	PA5466
"Carbohydrates, organic alcohols, and acids"	PA5468
"Carbohydrates, organic alcohols, and acids"	PA5476
Transport and binding proteins	Cations and iron carrying compounds
Cations and iron carrying compounds	PA0016
Cations and iron carrying compounds	PA0151
Cations and iron carrying compounds	PA0192
Cations and iron carrying compounds	PA0197
Cations and iron carrying compounds	PA0208
Cations and iron carrying compounds	PA0287
Cations and iron carrying compounds	PA0320
Cations and iron carrying compounds	PA0327
Cations and iron carrying compounds	PA0397
Cations and iron carrying compounds	PA0406
Cations and iron carrying compounds	PA0434
Cations and iron carrying compounds	PA0470
Cations and iron carrying compounds	PA0672
Cations and iron carrying compounds	PA0695
Cations and iron carrying compounds	PA0781
Cations and iron carrying compounds	PA0783
Cations and iron carrying compounds	PA0809
Cations and iron carrying compounds	PA0913
Cations and iron carrying compounds	PA0917
Cations and iron carrying compounds	PA0931
Cations and iron carrying compounds	PA0971
Cations and iron carrying compounds	PA1054
Cations and iron carrying compounds	PA1055
Cations and iron carrying compounds	PA1056
Cations and iron carrying compounds	PA1057
Cations and iron carrying compounds	PA1058
Cations and iron carrying compounds	PA1059
Cations and iron carrying compounds	PA1165
Cations and iron carrying compounds	PA1207
Cations and iron carrying compounds	PA1297
Cations and iron carrying compounds	PA1300
Cations and iron carrying compounds	PA1301
Cations and iron carrying compounds	PA1302
Cations and iron carrying compounds	PA1322
Cations and iron carrying compounds	PA1365
Cations and iron carrying compounds	PA1418
Cations and iron carrying compounds	PA1429
Cations and iron carrying compounds	PA1478
Cations and iron carrying compounds	PA1496
Cations and iron carrying compounds	PA1549
Cations and iron carrying compounds	PA1613
Cations and iron carrying compounds	PA1632
Cations and iron carrying compounds	PA1633
Cations and iron carrying compounds	PA1634
Cations and iron carrying compounds	PA1635
Cations and iron carrying compounds	PA1773
Cations and iron carrying compounds	PA1820
Cations and iron carrying compounds	PA1873
Cations and iron carrying compounds	PA1910
Cations and iron carrying compounds	PA2057
Cations and iron carrying compounds	PA2058
Cations and iron carrying compounds	PA2064
Cations and iron carrying compounds	PA2065
Cations and iron carrying compounds	PA2148
Cations and iron carrying compounds	PA2252
Cations and iron carrying compounds	PA2254
Cations and iron carrying compounds	PA2255
Cations and iron carrying compounds	PA2256
Cations and iron carrying compounds	PA2257
Cations and iron carrying compounds	PA2289
Cations and iron carrying compounds	PA2385
Cations and iron carrying compounds	PA2386
Cations and iron carrying compounds	PA2388
Cations and iron carrying compounds	PA2390
Cations and iron carrying compounds	PA2392
Cations and iron carrying compounds	PA2394
Cations and iron carrying compounds	PA2395
Cations and iron carrying compounds	PA2400
Cations and iron carrying compounds	PA2402
Cations and iron carrying compounds	PA2403
Cations and iron carrying compounds	PA2404
Cations and iron carrying compounds	PA2405
Cations and iron carrying compounds	PA2406
Cations and iron carrying compounds	PA2407
Cations and iron carrying compounds	PA2408
Cations and iron carrying compounds	PA2409
Cations and iron carrying compounds	PA2410
Cations and iron carrying compounds	PA2413
Cations and iron carrying compounds	PA2424
Cations and iron carrying compounds	PA2425
Cations and iron carrying compounds	PA2426
Cations and iron carrying compounds	PA2435
Cations and iron carrying compounds	PA2466
Cations and iron carrying compounds	PA2520
Cations and iron carrying compounds	PA2533
Cations and iron carrying compounds	PA2590
Cations and iron carrying compounds	PA2688
Cations and iron carrying compounds	PA2689
Cations and iron carrying compounds	PA2812
Cations and iron carrying compounds	PA2910
Cations and iron carrying compounds	PA2911
Cations and iron carrying compounds	PA2912
Cations and iron carrying compounds	PA2913
Cations and iron carrying compounds	PA2914
Cations and iron carrying compounds	PA2941
Cations and iron carrying compounds	PA2942
Cations and iron carrying compounds	PA2994
Cations and iron carrying compounds	PA2995
Cations and iron carrying compounds	PA2996
Cations and iron carrying compounds	PA2997
Cations and iron carrying compounds	PA2998
Cations and iron carrying compounds	PA2999
Cations and iron carrying compounds	PA3210
Cations and iron carrying compounds	PA3234
Cations and iron carrying compounds	PA3268
Cations and iron carrying compounds	PA3397
Cations and iron carrying compounds	PA3407
Cations and iron carrying compounds	PA3408
Cations and iron carrying compounds	PA3409
Cations and iron carrying compounds	PA3530
Cations and iron carrying compounds	PA3531
Cations and iron carrying compounds	PA3538
Cations and iron carrying compounds	PA3660
Cations and iron carrying compounds	PA3690
Cations and iron carrying compounds	PA3739
Cations and iron carrying compounds	PA3748
Cations and iron carrying compounds	PA3785
Cations and iron carrying compounds	PA3790
Cations and iron carrying compounds	PA3839
Cations and iron carrying compounds	PA3887
Cations and iron carrying compounds	PA3900
Cations and iron carrying compounds	PA3901
Cations and iron carrying compounds	PA3920
Cations and iron carrying compounds	PA3963
Cations and iron carrying compounds	PA4116
Cations and iron carrying compounds	PA4156
Cations and iron carrying compounds	PA4158
Cations and iron carrying compounds	PA4159
Cations and iron carrying compounds	PA4160
Cations and iron carrying compounds	PA4161
Cations and iron carrying compounds	PA4168
Cations and iron carrying compounds	PA4218
Cations and iron carrying compounds	PA4221
Cations and iron carrying compounds	PA4222
Cations and iron carrying compounds	PA4223
Cations and iron carrying compounds	PA4224
Cations and iron carrying compounds	PA4225
Cations and iron carrying compounds	PA4226
Cations and iron carrying compounds	PA4228
Cations and iron carrying compounds	PA4229
Cations and iron carrying compounds	PA4230
Cations and iron carrying compounds	PA4235
Cations and iron carrying compounds	PA4334
Cations and iron carrying compounds	PA4357
Cations and iron carrying compounds	PA4358
Cations and iron carrying compounds	PA4359
Cations and iron carrying compounds	PA4467
Cations and iron carrying compounds	PA4514
Cations and iron carrying compounds	PA4615
Cations and iron carrying compounds	PA4635
Cations and iron carrying compounds	PA4675
